DistrictType,Office,Party,DistrictNumber,Votes,Year
State Senate,US Congress,Green,SD47,,2020
State Senate,US Congress,Green,SD48,,2020
State Senate,US Congress,Green,SD49,,2020
State Senate,US Congress,Green,SD5,,2020
State Senate,US Congress,Green,SD50,,2020
State Senate,US Congress,Green,SD6,,2020
State Senate,US Congress,Green,SD7,,2020
State Senate,US Congress,Green,SD8,,2020
State Senate,US Congress,Green,SD9,,2020
State Senate,US Congress,Libertarian,SD1,,2020
State Senate,US Congress,Libertarian,SD10,,2020
State Senate,US Congress,Libertarian,SD11,,2020
State Senate,US Congress,Libertarian,SD12,,2020
State Senate,US Congress,Libertarian,SD13,,2020
State Senate,US Congress,Libertarian,SD14,,2020
State Senate,US Congress,Libertarian,SD15,,2020
State Senate,US Congress,Libertarian,SD16,,2020
State Senate,US Congress,Libertarian,SD17,,2020
State Senate,US Congress,Libertarian,SD18,,2020
State Senate,US Congress,Libertarian,SD19,,2020
State Senate,US Congress,Libertarian,SD2,,2020
State Senate,US Congress,Libertarian,SD20,,2020
State Senate,US Congress,Libertarian,SD21,,2020
State Senate,US Congress,Libertarian,SD22,,2020
State Senate,US Congress,Libertarian,SD23,,2020
State Senate,US Congress,Libertarian,SD24,,2020
State Senate,US Congress,Libertarian,SD25,,2020
State Senate,US Congress,Libertarian,SD26,,2020
State Senate,US Congress,Libertarian,SD27,,2020
State Senate,US Congress,Libertarian,SD28,,2020
State Senate,US Congress,Libertarian,SD29,,2020
State Senate,US Congress,Libertarian,SD3,,2020
State Senate,US Congress,Libertarian,SD30,,2020
State Senate,US Congress,Libertarian,SD31,,2020
State Senate,US Congress,Libertarian,SD32,,2020
State Senate,US Congress,Libertarian,SD33,,2020
State Senate,US Congress,Libertarian,SD34,,2020
State Senate,US Congress,Libertarian,SD35,,2020
State Senate,US Congress,Libertarian,SD36,,2020
State Senate,US Congress,Libertarian,SD37,,2020
State Senate,US Congress,Libertarian,SD38,,2020
State Senate,US Congress,Libertarian,SD39,,2020
State Senate,US Congress,Libertarian,SD4,,2020
State Senate,US Congress,Libertarian,SD40,,2020
State Senate,US Congress,Libertarian,SD41,,2020
State Senate,US Congress,Libertarian,SD42,,2020
State Senate,US Congress,Libertarian,SD43,,2020
State Senate,US Congress,Libertarian,SD44,,2020
State Senate,US Congress,Libertarian,SD45,,2020
State Senate,US Congress,Libertarian,SD46,,2020
State Senate,US Congress,Libertarian,SD47,,2020
State Senate,US Congress,Libertarian,SD48,,2020
State Senate,US Congress,Libertarian,SD49,,2020
State Senate,US Congress,Libertarian,SD5,,2020
State Senate,US Congress,Libertarian,SD50,,2020
State Senate,US Congress,Libertarian,SD6,,2020
State Senate,US Congress,Libertarian,SD7,,2020
State Senate,US Congress,Libertarian,SD8,,2020
State Senate,US Congress,Libertarian,SD9,,2020
State Senate,US Congress,Other,SD1,,2020
State Senate,US Congress,Other,SD10,,2020
State Senate,US Congress,Other,SD11,,2020
State Senate,US Congress,Other,SD12,,2020
State Senate,US Congress,Other,SD13,,2020
State Senate,US Congress,Other,SD14,,2020
State Senate,US Congress,Other,SD15,,2020
State Senate,US Congress,Other,SD16,,2020
State Senate,US Congress,Other,SD17,,2020
State Senate,US Congress,Other,SD18,,2020
State Senate,US Congress,Other,SD19,,2020
State Senate,US Congress,Other,SD2,,2020
State Senate,US Congress,Other,SD20,,2020
State Senate,US Congress,Other,SD21,,2020
State Senate,US Congress,Other,SD22,,2020
State Senate,US Congress,Other,SD23,,2020
State Senate,US Congress,Other,SD24,,2020
State Senate,US Congress,Other,SD25,,2020
State Senate,US Congress,Other,SD26,,2020
State Senate,US Congress,Other,SD27,,2020
State Senate,US Congress,Other,SD28,,2020
State Senate,US Congress,Other,SD29,,2020
State Senate,US Congress,Other,SD3,,2020
State Senate,US Congress,Other,SD30,,2020
State Senate,US Congress,Other,SD31,,2020
State Senate,US Congress,Other,SD32,,2020
State Senate,US Congress,Other,SD33,,2020
State Senate,US Congress,Other,SD34,,2020
State Senate,US Congress,Other,SD35,,2020
State Senate,US Congress,Other,SD36,,2020
State Senate,US Congress,Other,SD37,,2020
State Senate,US Congress,Other,SD38,,2020
State Senate,US Congress,Other,SD39,,2020
State Senate,US Congress,Other,SD4,,2020
State Senate,US Congress,Other,SD40,,2020
State Senate,US Congress,Other,SD41,,2020
State Senate,US Congress,Other,SD42,,2020
State Senate,US Congress,Other,SD43,,2020
State Senate,US Congress,Other,SD44,,2020
State Senate,US Congress,Other,SD45,,2020
State Senate,US Congress,Other,SD46,,2020
State Senate,US Congress,Other,SD47,,2020
State Senate,US Congress,Other,SD48,,2020
State Senate,US Congress,Other,SD49,,2020
State Senate,US Congress,Other,SD5,,2020
State Senate,US Congress,Other,SD50,,2020
State Senate,US Congress,Other,SD6,,2020
State Senate,US Congress,Other,SD7,,2020
State Senate,US Congress,Other,SD8,,2020
State Senate,US Congress,Other,SD9,,2020
State Senate,US Congress,Republican,SD1,31304,2020
State Senate,US Congress,Republican,SD10,93001,2020
State Senate,US Congress,Republican,SD11,54227,2020
State Senate,US Congress,Republican,SD12,80663,2020
State Senate,US Congress,Republican,SD13,72673,2020
State Senate,US Congress,Republican,SD14,59780,2020
State Senate,US Congress,Republican,SD15,72439,2020
State Senate,US Congress,Republican,SD16,64076,2020
State Senate,US Congress,Republican,SD17,52273,2020
State Senate,US Congress,Republican,SD18,60814,2020
State Senate,US Congress,Republican,SD19,64627,2020
State Senate,US Congress,Republican,SD2,22542,2020
State Senate,US Congress,Republican,SD20,80473,2020
State Senate,US Congress,Republican,SD21,97600,2020
State Senate,US Congress,Republican,SD22,55024,2020
State Senate,US Congress,Republican,SD23,86726,2020
State Senate,US Congress,Republican,SD24,79593,2020
State Senate,US Congress,Republican,SD25,91657,2020
State Senate,US Congress,Republican,SD26,64481,2020
State Senate,US Congress,Republican,SD27,81838,2020
State Senate,US Congress,Republican,SD28,85639,2020
State Senate,US Congress,Republican,SD29,83632,2020
State Senate,US Congress,Republican,SD3,8690,2020
State Senate,US Congress,Republican,SD30,96551,2020
State Senate,US Congress,Republican,SD31,93800,2020
State Senate,US Congress,Republican,SD32,83497,2020
State Senate,US Congress,Republican,SD33,96768,2020
State Senate,US Congress,Republican,SD34,71500,2020
State Senate,US Congress,Republican,SD35,91954,2020
State Senate,US Congress,Republican,SD36,94804,2020
State Senate,US Congress,Republican,SD37,86911,2020
State Senate,US Congress,Republican,SD38,78112,2020
State Senate,US Congress,Republican,SD39,91529,2020
State Senate,US Congress,Republican,SD4,23988,2020
State Senate,US Congress,Republican,SD40,76313,2020
State Senate,US Congress,Republican,SD41,91038,2020
State Senate,US Congress,Republican,SD42,41112,2020
State Senate,US Congress,Republican,SD43,28709,2020
State Senate,US Congress,Republican,SD44,78956,2020
State Senate,US Congress,Republican,SD45,57645,2020
State Senate,US Congress,Republican,SD46,83784,2020
State Senate,US Congress,Republican,SD47,82391,2020
State Senate,US Congress,Republican,SD48,83576,2020
State Senate,US Congress,Republican,SD49,55210,2020
State Senate,US Congress,Republican,SD5,42742,2020
State Senate,US Congress,Republican,SD50,73739,2020
State Senate,US Congress,Republican,SD6,85882,2020
State Senate,US Congress,Republican,SD7,20885,2020
State Senate,US Congress,Republican,SD8,12289,2020
State Senate,US Congress,Republican,SD9,65624,2020
County,Attorney General,Democratic,Adams,17707,2020
County,Attorney General,Democratic,Allegheny,444353,2020
County,Attorney General,Democratic,Armstrong,10662,2020
County,Attorney General,Democratic,Beaver,43430,2020
County,Attorney General,Democratic,Bedford,4740,2020
County,Attorney General,Democratic,Berks,92570,2020
County,Attorney General,Democratic,Blair,17496,2020
County,Attorney General,Democratic,Bradford,8000,2020
County,Attorney General,Democratic,Bucks,199993,2020
County,Attorney General,Democratic,Butler,40624,2020
County,Attorney General,Democratic,Cambria,25424,2020
County,Attorney General,Democratic,Cameron,673,2020
County,Attorney General,Democratic,Carbon,12234,2020
County,Attorney General,Democratic,Centre,38126,2020
County,Attorney General,Democratic,Chester,169172,2020
County,Attorney General,Democratic,Clarion,5557,2020
County,Attorney General,Democratic,Clearfield,10744,2020
County,Attorney General,Democratic,Clinton,6061,2020
County,Attorney General,Democratic,Columbia,11690,2020
County,Attorney General,Democratic,Crawford,13342,2020
County,Attorney General,Democratic,Cumberland,60019,2020
County,Attorney General,Democratic,Dauphin,78404,2020
County,Attorney General,Democratic,Delaware,196075,2020
County,Attorney General,Democratic,Elk,4994,2020
County,Attorney General,Democratic,Erie,69496,2020
County,Attorney General,Democratic,Fayette,24342,2020
County,Attorney General,Democratic,Forest,859,2020
County,Attorney General,Democratic,Franklin,21836,2020
County,Attorney General,Democratic,Fulton,1106,2020
County,Attorney General,Democratic,Greene,6226,2020
County,Attorney General,Democratic,Huntingdon,5550,2020
County,Attorney General,Democratic,Indiana,15006,2020
County,Attorney General,Democratic,Jefferson,5288,2020
County,Attorney General,Democratic,Juniata,2645,2020
County,Attorney General,Democratic,Lackawanna,66644,2020
County,Attorney General,Democratic,Lancaster,109353,2020
County,Attorney General,Democratic,Lawrence,18731,2020
County,Attorney General,Democratic,Lebanon,23756,2020
County,Attorney General,Democratic,Lehigh,95841,2020
County,Attorney General,Democratic,Luzerne,73325,2020
County,Attorney General,Democratic,Lycoming,18010,2020
County,Attorney General,Democratic,McKean,4969,2020
County,Attorney General,Democratic,Mercer,21504,2020
County,Attorney General,Democratic,Mifflin,4863,2020
County,Attorney General,Democratic,Monroe,43058,2020
County,Attorney General,Democratic,Montgomery,312624,2020
County,Attorney General,Democratic,Montour,3941,2020
County,Attorney General,Democratic,Northampton,82662,2020
County,Attorney General,Democratic,Northumberland,14102,2020
County,Attorney General,Democratic,Perry,6225,2020
County,Attorney General,Democratic,Philadelphia,571802,2020
County,Attorney General,Democratic,Pike,12472,2020
County,Attorney General,Democratic,Potter,1664,2020
County,Attorney General,Democratic,Schuylkill,24000,2020
County,Attorney General,Democratic,Snyder,5255,2020
County,Attorney General,Democratic,Somerset,9929,2020
County,Attorney General,Democratic,Sullivan,1071,2020
County,Attorney General,Democratic,Susquehanna,6467,2020
County,Attorney General,Democratic,Tioga,4737,2020
County,Attorney General,Democratic,Union,7614,2020
County,Attorney General,Democratic,Venango,8626,2020
County,Attorney General,Democratic,Warren,6042,2020
County,Attorney General,Democratic,Washington,50572,2020
County,Attorney General,Democratic,Wayne,9616,2020
County,Attorney General,Democratic,Westmoreland,83646,2020
County,Attorney General,Democratic,Wyoming,5077,2020
County,Attorney General,Democratic,York,86021,2020
County,Attorney General,Green,Adams,518,2020
County,Attorney General,Green,Allegheny,9242,2020
County,Attorney General,Green,Armstrong,242,2020
County,Attorney General,Green,Beaver,897,2020
County,Attorney General,Green,Bedford,134,2020
County,Attorney General,Green,Berks,2322,2020
County,Attorney General,Green,Blair,583,2020
County,Attorney General,Green,Bradford,286,2020
County,Attorney General,Green,Bucks,3509,2020
County,Attorney General,Green,Butler,863,2020
County,Attorney General,Green,Cambria,521,2020
County,Attorney General,Green,Cameron,18,2020
County,Attorney General,Green,Carbon,292,2020
County,Attorney General,Green,Centre,977,2020
County,Attorney General,Green,Chester,2948,2020
County,Attorney General,Green,Clarion,138,2020
County,Attorney General,Green,Clearfield,269,2020
County,Attorney General,Green,Clinton,137,2020
County,Attorney General,Green,Columbia,359,2020
County,Attorney General,Green,Crawford,426,2020
County,Attorney General,Green,Cumberland,1297,2020
County,Attorney General,Green,Dauphin,1651,2020
County,Attorney General,Green,Delaware,2667,2020
County,Attorney General,Green,Elk,134,2020
County,Attorney General,Green,Erie,1762,2020
County,Attorney General,Green,Fayette,415,2020
County,Attorney General,Green,Forest,26,2020
County,Attorney General,Green,Franklin,706,2020
County,Attorney General,Green,Fulton,37,2020
County,Attorney General,Green,Greene,198,2020
County,Attorney General,Green,Huntingdon,156,2020
County,Attorney General,Green,Indiana,344,2020
County,Attorney General,Green,Jefferson,145,2020
County,Attorney General,Green,Juniata,81,2020
County,Attorney General,Green,Lackawanna,1202,2020
County,Attorney General,Green,Lancaster,2386,2020
County,Attorney General,Green,Lawrence,383,2020
County,Attorney General,Green,Lebanon,650,2020
County,Attorney General,Green,Lehigh,2063,2020
County,Attorney General,Green,Luzerne,1388,2020
County,Attorney General,Green,Lycoming,508,2020
County,Attorney General,Green,McKean,182,2020
County,Attorney General,Green,Mercer,522,2020
County,Attorney General,Green,Mifflin,148,2020
County,Attorney General,Green,Monroe,988,2020
County,Attorney General,Green,Montgomery,4970,2020
County,Attorney General,Green,Montour,99,2020
County,Attorney General,Green,Northampton,1842,2020
County,Attorney General,Green,Northumberland,513,2020
County,Attorney General,Green,Perry,230,2020
County,Attorney General,Green,Philadelphia,10700,2020
County,Attorney General,Green,Pike,366,2020
County,Attorney General,Green,Potter,70,2020
County,Attorney General,Green,Schuylkill,770,2020
County,Attorney General,Green,Snyder,161,2020
County,Attorney General,Green,Somerset,252,2020
County,Attorney General,Green,Sullivan,24,2020
County,Attorney General,Green,Susquehanna,213,2020
County,Attorney General,Green,Tioga,202,2020
County,Attorney General,Green,Union,216,2020
County,Attorney General,Green,Venango,242,2020
County,Attorney General,Green,Warren,246,2020
County,Attorney General,Green,Washington,905,2020
County,Attorney General,Green,Wayne,264,2020
County,Attorney General,Green,Westmoreland,1436,2020
County,Attorney General,Green,Wyoming,163,2020
County,Attorney General,Green,York,2033,2020
County,Attorney General,Libertarian,Adams,1183,2020
County,Attorney General,Libertarian,Allegheny,13626,2020
County,Attorney General,Libertarian,Armstrong,609,2020
County,Attorney General,Libertarian,Beaver,1815,2020
County,Attorney General,Libertarian,Bedford,312,2020
County,Attorney General,Libertarian,Berks,4381,2020
County,Attorney General,Libertarian,Blair,1105,2020
County,Attorney General,Libertarian,Bradford,645,2020
County,Attorney General,Libertarian,Bucks,6595,2020
County,Attorney General,Libertarian,Butler,2082,2020
County,Attorney General,Libertarian,Cambria,996,2020
County,Attorney General,Libertarian,Cameron,43,2020
County,Attorney General,Libertarian,Carbon,632,2020
County,Attorney General,Libertarian,Centre,1608,2020
County,Attorney General,Libertarian,Chester,5346,2020
County,Attorney General,Libertarian,Clarion,307,2020
County,Attorney General,Libertarian,Clearfield,674,2020
County,Attorney General,Libertarian,Clinton,306,2020
County,Attorney General,Libertarian,Columbia,681,2020
County,Attorney General,Libertarian,Crawford,835,2020
County,Attorney General,Libertarian,Cumberland,2810,2020
County,Attorney General,Libertarian,Dauphin,2863,2020
County,Attorney General,Libertarian,Delaware,4532,2020
County,Attorney General,Libertarian,Elk,264,2020
County,Attorney General,Libertarian,Erie,2989,2020
County,Attorney General,Libertarian,Fayette,790,2020
County,Attorney General,Libertarian,Forest,38,2020
County,Attorney General,Libertarian,Franklin,1526,2020
County,Attorney General,Libertarian,Fulton,114,2020
County,Attorney General,Libertarian,Greene,277,2020
County,Attorney General,Libertarian,Huntingdon,343,2020
County,Attorney General,Libertarian,Indiana,660,2020
County,Attorney General,Libertarian,Jefferson,402,2020
County,Attorney General,Libertarian,Juniata,196,2020
County,Attorney General,Libertarian,Lackawanna,1825,2020
County,Attorney General,Libertarian,Lancaster,5402,2020
County,Attorney General,Libertarian,Lawrence,775,2020
County,Attorney General,Libertarian,Lebanon,1472,2020
County,Attorney General,Libertarian,Lehigh,3639,2020
County,Attorney General,Libertarian,Luzerne,2533,2020
County,Attorney General,Libertarian,Lycoming,1178,2020
County,Attorney General,Libertarian,McKean,364,2020
County,Attorney General,Libertarian,Mercer,1056,2020
County,Attorney General,Libertarian,Mifflin,343,2020
County,Attorney General,Libertarian,Monroe,1640,2020
County,Attorney General,Libertarian,Montgomery,8375,2020
County,Attorney General,Libertarian,Montour,221,2020
County,Attorney General,Libertarian,Northampton,2961,2020
County,Attorney General,Libertarian,Northumberland,846,2020
County,Attorney General,Libertarian,Perry,507,2020
County,Attorney General,Libertarian,Philadelphia,8806,2020
County,Attorney General,Libertarian,Pike,675,2020
County,Attorney General,Libertarian,Potter,138,2020
County,Attorney General,Libertarian,Schuylkill,1482,2020
County,Attorney General,Libertarian,Snyder,318,2020
County,Attorney General,Libertarian,Somerset,592,2020
County,Attorney General,Libertarian,Sullivan,71,2020
